Word	Pknown
becoming	1.0000
becomingly	0.8607
becomingness	0.5483
bed	0.9954
bedaub	0.2357
bedazzle	0.9689
bedazzlement	0.9175
bedazzling	0.9695
bedbound	0.9186
bedbug	0.9835
bedchamber	0.9448
bedclothes	0.9388
bedcover	0.9620
bedded	0.9612
bedding	0.9932
bedeck	0.5950
bedevil	0.7941
bedevilment	0.7632
bedew	0.3173
bedfast	0.5553
bedfellow	0.9078
bedight	0.2487
bedim	0.1256
bedizen	0.1703
bedizenment	0.0962
bedlam	0.8998
bedlamite	0.2897
bedmate	0.9272
bedpan	0.9743
bedplate	0.6045
bedpost	0.9875
bedraggle	0.7524
bedrail	0.8886
bedridden	0.9821
bedrock	0.9829
bedroll	0.8654
bedroom	1.0000
bedsheet	0.9834
bedside	1.0000
bedsit	0.6557
bedsore	0.9772
bedspread	0.9893
bedspring	0.9908
bedstead	0.8281
bedstraw	0.6667
bedtime	0.9925
bedwetting	0.9752
bee	0.9951
beebread	0.1324
beech	0.8647
beechen	0.0928
beechnut	0.7995
beef	0.9877
beefburger	0.7444
beefcake	0.9476
beefeater	0.8474
beefiness	0.9392
beefless	0.6038
beefsteak	0.9598
beefwood	0.1977
beefy	0.9760
beehive	0.9903
beekeeper	0.9791
beekeeping	0.9750
beelike	0.7212
beeline	0.9549
been	1.0000
beep	0.9926
beeper	0.9712
beer	0.9954
beerhouse	0.8203
beeriness	0.3228
beery	0.4723
bees	0.9954
beestings	0.5276
beeswax	0.9831
beeswing	0.3782
beet	0.9693
beetle	0.9899
beetled	0.6360
beetroot	0.8321
befall	0.9291
befit	0.8782
befitting	0.9612
befittingly	0.9373
befog	0.3783
befool	0.5590
before	0.9976
beforehand	0.9944
beforetime	0.6735
befoul	0.8392
befriend	0.9978
befuddle	0.9495
befuddled	0.9552
befuddlement	0.9289
beg	0.9948
begat	0.8180
beget	0.8222
begetter	0.6974
beggar	0.9853
beggardom	0.5340
beggarliness	0.4522
beggarly	0.7285
beggary	0.6921
begging	0.9932
begin	0.9896
beginner	0.9972
beginning	1.0000
begird	0.2143
begone	0.9534
begonia	0.7432
begotten	0.9510
begrime	0.3714
begrudge	0.9820
begrudgingly	0.9737
beguile	0.9124
beguilement	0.9028
beguiler	0.8505
beguiling	0.9041
beguilingly	0.8933
beguine	0.5071
begum	0.1701
begun	0.9815
behalf	0.9951
behave	0.9977
behavior	0.9879
behavioral	0.9907
behaviorism	0.9095
behaviorist	0.9646
behead	0.9813
beheld	0.9535
behemoth	0.8872
behest	0.8333
behind	0.9926
behindhand	0.3000
behold	1.0000
beholden	0.9242
beholder	0.9922
beholding	0.9851
behoof	0.5594
behoove	0.7875
behooved	0.8086
behooves	0.7804
behooving	0.7459
beige	0.9902
beignet	0.5166
being	0.9947
bejewel	0.9553
belabor	0.5897
belated	0.9884
belatedly	0.9363
belatedness	0.9075
belay	0.7703
belch	0.9831
belcher	0.9082
beldam	0.2974
beleaguer	0.7382
beleaguered	0.8287
beleaguerer	0.5972
belemnite	0.1089
belemnites	0.0941
belfry	0.8241
belie	0.5979
belief	0.9951
belier	0.4056
believability	0.9707
believable	0.9952
believe	1.0000
believer	0.9947
believing	1.0000
believingly	0.8351
belike	0.3939
belittle	0.9787
belittlement	0.9594
belittler	0.9080
bell	0.9975
belladonna	0.8428
bellbird	0.3612
bellboy	0.9698
belle	0.9269
belled	0.6260
belletrist	0.1935
belletristic	0.2135
bellflower	0.7973
bellhop	0.9072
bellicose	0.6620
bellicosely	0.5122
bellicosity	0.5401
bellied	0.8692
belligerence	0.9778
belligerency	0.8699
belligerent	0.9720
belligerently	0.9284
belling	0.4573
bellman	0.8773
bellow	0.9799
bellower	0.8658
bellows	0.9810
bellwether	0.5508
bellwort	0.3791
belly	1.0000
bellyache	0.9454
bellyband	0.6095
bellybutton	0.9673
bellyful	0.8252
bellying	0.6948
belong	1.0000
belonging	1.0000
belongings	0.9931
beloved	0.9906
below	0.9954
belowground	0.6863
belt	1.0000
belted	0.9924
belter	0.6970
belting	0.9490
beltless	0.9164
beltline	0.8513
beltway	0.8165
beluga	0.8411
belvedere	0.8053
belying	0.7845
bema	0.0916
bemire	0.2934
bemoan	0.8280
bemoaning	0.8987
bemuse	0.9173
bemused	0.9388
bemusedly	0.8622
bemusement	0.9325
bench	1.0000
bencher	0.7032
benching	0.9658
benchmark	1.0000
benchmarking	0.9794
benchwarmer	0.9596
bend	0.9952
bendable	0.9897
bended	0.8428
bender	0.9885
bending	0.9975
bendy	0.8848
beneath	0.9922
benedict	0.9512
benediction	0.9467
benedictional	0.8068
benedictory	0.8519
benefaction	0.8723
benefactor	0.9820
benefactress	0.8594
benefic	0.2627
benefice	0.6800
beneficed	0.4762
beneficence	0.7655
beneficent	0.9372
beneficently	0.8049
beneficial	0.9947
beneficially	0.9977
beneficiary	0.9906
beneficiate	0.8067
beneficiation	0.7048
benefit	1.0000
benefiter	0.7568
benevolence	0.9654
benevolent	0.9740
benevolently	0.9626
bengaline	0.2067
benighted	0.5395
benightedness	0.3762
benign	0.9583
benignancy	0.4775
benignant	0.3699
benignantly	0.3508
benignity	0.6492
benignly	0.8936
benison	0.2391
benne	0.1425
bent	0.9872
benthic	0.1628
benthonic	0.1869
benthos	0.1884
bento	0.4500
bentonite	0.3585
bentwood	0.4179
benumb	0.4053
benumbed	0.5013
benumbing	0.5183
benzene	0.8271
benzine	0.8705
benzoate	0.7135
benzodiazepine	0.7292
benzoic	0.5311
benzoin	0.3567
benzoyl	0.6528
benzyl	0.7838
bequeath	0.9599
bequeathal	0.7028
bequest	0.8859
berate	0.9448
berceuse	0.1117
bereave	0.8767
bereaved	0.9425
bereavement	0.9452
bereft	0.8714
beret	0.9261
berg	0.6902
bergamot	0.6413
beribboned	0.5049
beriberi	0.3318
berk	0.4390
berkelium	0.2037
berm	0.5762
berretta	0.7136
berried	0.5735
berry	0.9974
berryless	0.5466
berrylike	0.7434
berserk	0.9443
berserker	0.7700
berth	0.8744
bertha	0.5739
berthed	0.7260
berthing	0.7389
beryl	0.5931
beryllium	0.7225
beseech	0.8927
beseecher	0.8276
beseeching	0.9337
beseechingly	0.9027
beseechingness	0.5299
beseem	0.2578
beseeming	0.4499
beset	0.8859
besetment	0.3326
besetting	0.8701
beside	0.9976
besides	0.9976
besiege	0.9752
besieged	0.9457
besiegement	0.8035
besieger	0.7371
besieging	0.8768
besmear	0.5237
besmirch	0.7856
besom	0.3005
besot	0.7295
besotted	0.8187
besotting	0.6932
besought	0.7775
bespangle	0.5400
bespatter	0.5480
bespeak	0.6995
bespectacled	0.8614
bespoke	0.9136
bespoken	0.8747
besprent	0.0751
besprinkle	0.4652
best	0.9932
bestead	0.4000
bester	0.3187
bestial	0.8837
bestiality	0.9209
bestialize	0.7113
bestially	0.7382
bestiary	0.7042
bestir	0.4172
bestow	0.9752
bestowal	0.6992
bestowing	0.9420
bestowment	0.7944
bestraddle	0.5873
bestrew	0.4510
bestride	0.6469
bestrode	0.5748
bestseller	0.9754
bestselling	0.9674
bet	0.9977
beta	0.9867
betake	0.5197
betel	0.3104
bethel	0.5923
bethink	0.4521
bethought	0.5714
betide	0.5724
betimes	0.4314
betoken	0.5737
betony	0.1778
betray	0.9929
betrayal	0.9924
betrayer	0.9906
betroth	0.8880
betrothal	0.8875
betrothed	0.9410
betted	0.6733
better	0.9976
bettering	0.8762
betterment	0.8916
betterness	0.5940
betters	0.8575
betting	0.9977
bettor	0.3494
betty	0.8056
between	0.9952
betweens	0.6329
betweenwhiles	0.2536
betwixt	0.8337
bevel	0.8496
beveled	0.8718
beverage	0.9977
bevy	0.7471
bewail	0.5818
bewailing	0.7210
beware	0.9976
bewhiskered	0.7532
bewigged	0.5939
bewilder	0.9853
bewildered	0.9975
bewilderedly	0.9002
bewildering	0.9976
bewilderingly	0.9725
bewilderment	0.9952
bewitch	0.9953
bewitcher	0.9146
bewitchery	0.8244
bewitching	0.9972
bewitchingly	0.9652
bewitchment	0.9164
beyond	0.9975
bezant	0.1654
bezel	0.6584
bezique	0.1698
bhakti	0.1905
bhang	0.1221
bi	0.8683
biangular	0.8184
biannual	0.9671
biannually	0.9706
biannulate	0.4204
bias	0.9952
biased	0.9819
biasness	0.5098
biathlon	0.8018
biauriculate	0.2853
biaxial	0.7830
bib	0.9675
bibasic	0.1465
bibber	0.2689
bibcock	0.2922
bibelot	0.1937
bible	0.9977
biblical	0.9974
biblically	0.9838
bibliographer	0.9721
bibliographic	0.9870
bibliographical	0.9765
bibliographically	0.9154
bibliography	0.9974
bibliolater	0.2052
bibliolatrous	0.2707
bibliolatry	0.3165
bibliomancy	0.5052
bibliomania	0.8453
bibliomaniac	0.8807
bibliomaniacal	0.7208
bibliopegy	0.2111
bibliophile	0.8915
bibliophilic	0.8489
bibliophilism	0.7163
bibliophilist	0.7210
bibliophilistic	0.6651
bibliopole	0.3317
bibliopolic	0.3898
bibliopolical	0.2918
bibliopoly	0.3484
bibliotheca	0.5498
bibulous	0.4687
bibulously	0.2773
bibulousness	0.2941
bicameral	0.5526
bicameralism	0.4903
bicarbonate	0.9744
bicentenary	0.8545
bicentennial	0.9628
bicep	0.9882
biceps	0.9949
bicker	0.9623
bickerer	0.8417
bicolor	0.8621
biconcave	0.4613
biconcavity	0.4663
biconvex	0.4988
bicorn	0.2979
bicultural	0.9552
bicuspid	0.8413
bicuspidate	0.4679
bicycle	0.9919
bicycler	0.8010
bicyclist	0.9696
bid	0.9951
biddable	0.8068
bidder	0.9583
bidding	0.9905
biddy	0.7221
bide	0.9433
bidet	0.7570
biding	0.9761
bidirectional	0.8971
biennale	0.2887
biennia	0.2406
biennial	0.7690
biennially	0.6503
biennium	0.4462
bier	0.4912
bifacial	0.6667
biff	0.5636
bifid	0.1977
bifidity	0.2442
bifilar	0.1910
bifilarly	0.1306
biflagellate	0.4439
bifocal	0.9694
bifocals	0.9649
biform	0.6237
bifurcate	0.6061
bifurcated	0.6576
bifurcation	0.7060
big	0.9975
bigamist	0.8973
bigamous	0.7481
bigamously	0.6083
bigamy	0.9088
bigger	1.0000
biggest	0.9953
biggie	0.9080
biggish	0.7917
bighead	0.8283
bigheaded	0.9510
bighearted	0.9192
bigheartedness	0.8403
bighorn	0.7978
bight	0.3459
bigmouth	0.8810
bigmouthed	0.9215
bigness	0.7271
bignonia	0.0839
bignoniaceous	0.0518
bigot	0.9704
bigoted	0.9681
bigotedly	0.7097
bigotry	0.9800
bigwig	0.9095
bihourly	0.7392
bijou	0.7204
bijouterie	0.1866
bijoux	0.6164
bike	0.9954
biker	0.9951
bikeway	0.7891
bikini	0.9953
bilabial	0.4843
bilateral	0.9825
bilateralism	0.9030
bilaterally	0.9444
bilateralness	0.7606
bilayer	0.6500
bilberry	0.4507
bile	0.9774
bilge	0.8442
bilgy	0.2347
biliary	0.5750
bilinear	0.8108
bilingual	0.9846
bilingualism	0.9389
bilingually	0.9214
bilious	0.6936
biliously	0.6094
biliousness	0.6277
bilirubin	0.4480
bilk	0.5325
bilker	0.5330
bill	1.0000
billable	0.8985
billabong	0.8432
billboard	0.9896
billbug	0.2409
billed	0.9922
biller	0.7642
billet	0.7720
billeting	0.7101
billfish	0.3252
billfold	0.8490
billhead	0.4033
billhook	0.4185
billiard	0.9704
billiardist	0.5917
billiards	0.9866
billing	0.9954
billingsgate	0.4059
billion	0.9976
billionaire	0.9975
billionth	0.9422
billon	0.5581
billow	0.9286
billowy	0.8598
billposter	0.5279
billposting	0.6857
billsticker	0.3263
billycan	0.3629
billycock	0.3674
biltong	0.2658
bimanous	0.1340
bimanual	0.6321
bimanually	0.6335
bimbo	0.9764
bimestrial	0.2300
bimetallism	0.3962
bimetallist	0.3349
bimodal	0.7522
bimodality	0.7010
bimolecular	0.8589
bimonthly	0.9275
bin	0.9841
binary	0.9894
binate	0.4144
binational	0.8525
binaural	0.5168
bind	0.9949
binder	0.9978
bindery	0.5905
binding	0.9974
bindingly	0.8306
bindle	0.5232
bindweed	0.4113
bing	0.8978
binge	0.9928
bingo	1.0000
binman	0.4581
binnacle	0.3533
binning	0.5014
binocular	0.9979
binocularity	0.6980
binocularly	0.7248
binoculars	0.9974
binomial	0.8430
binomially	0.6971
binominal	0.8273
bint	0.4209
binturong	0.0707
binuclear	0.7230
bio	0.9729
bioactive	0.9313
bioassay	0.3264
biocatalyst	0.8811
biochemical	0.9928
biochemically	0.9976
biochemist	0.9947
biochemistry	0.9924
biochip	0.8494
biocide	0.6990
bioclimatic	0.7646
bioclimatology	0.7869
biodegradable	0.9844
biodiversity	0.9553
biodynamic	0.9202
bioelectric	0.9533
bioelectrical	0.9663
bioelectricity	0.9269
bioengineer	0.9781
biofeedback	0.8843
biofilm	0.8643
biofuel	0.9677
biogenesis	0.9370
biogenetic	0.9722
biogenetical	0.8123
biogenetically	0.9668
biogenetics	0.9754
biogenic	0.9196
biogeochemistry	0.7205
biogeographically	0.8774
biogeography	0.7879
biographer	0.9888
biographic	0.9826
biographical	0.9951
biographically	0.9918
biography	0.9905
biohazard	0.9897
bioinformatics	0.6808
biologic	0.9098
biological	0.9886
biologically	0.9920
biologist	0.9974
biology	0.9980
bioluminescence	0.8811
bioluminescent	0.9125
biolysis	0.3858
biolytic	0.5497
biomarker	0.8652
biomass	0.9502
biomathematics	0.8889
biome	0.6557
biomechanical	0.9740
biomechanics	0.9826
biomedical	0.9789
biometeorology	0.7628
biometric	0.9925
biometrical	0.9497
biometrically	0.9647
biometrician	0.8047
biometrics	0.9761
biometry	0.8260
biomorphic	0.8838
bionic	0.9904
bionomic	0.6503
bionomical	0.6055
bionomics	0.6838
biopharmaceutical	0.9253
biophysical	0.9665
biophysicist	0.9792
biophysics	0.9817
biopic	0.9151
biopolymer	0.8575
biopsy	0.9848
biopsychic	0.6414
biopsychology	0.8478
bioreactor	0.8898
bioregion	0.7947
biorhythm	0.9116
bios	0.8342
bioscope	0.8489
bioscopy	0.7174
biosensor	0.8881
biosocial	0.7724
biosphere	0.9825
biostatic	0.8689
biostatics	0.8359
biostatistics	0.9599
biosynthesis	0.9561
biosynthetic	0.9591
biosystematics	0.8743
biota	0.3149
biotech	0.9777
biotechnology	0.9848
biotic	0.8942
biotin	0.6162
biotitic	0.2776
biotope	0.5274
biotype	0.8931
biparental	0.6838
bipartisan	0.9016
bipartisanship	0.9036
bipartite	0.5535
bipartition	0.7215
biped	0.7662
bipedal	0.9053
biphasic	0.5393
biphenyl	0.5253
biplane	0.9231
bipod	0.8095
bipolar	0.9926
bipolarity	0.9396
biquadrate	0.4159
biracial	0.8448
biracialism	0.7266
birch	0.9898
birchen	0.2243
birching	0.6014
bird	0.9952
birdbath	0.9797
birdbrain	0.9297
birdcage	0.9779
birdcall	0.9399
birder	0.6541
birdhouse	0.9974
birdie	0.9668
birding	0.8170
birdlife	0.7857
birdlike	0.9366
birdlime	0.2815
birdman	0.9034
birdseed	0.9733
birdshot	0.8772
birdsong	0.9484
birdwatcher	0.9706
birdwatching	0.9665
birefringence	0.0884
bireme	0.1227
biretta	0.2448
biro	0.4107
birr	0.1073
birth	1.0000
birthdate	0.9899
birthday	0.9931
birthing	0.9973
birthmark	0.9974
birthplace	0.9975
birthrate	0.9626
birthright	0.9805
birthroot	0.4643
birthstone	0.9974
birthweight	0.9447
birthwort	0.1898
biscotto	0.5817
biscuit	1.0000
bisect	0.9271
bisection	0.9315
bisectional	0.9083
bisector	0.8756
bisexual	0.9953
bisexualism	0.9184
bisexuality	0.9889
bisexually	0.9773
bishop	0.9950
bishopric	0.4049
bismuth	0.6295
bismuthic	0.3623
bison	0.9890
bisque	0.9207
bissextile	0.1457
bistable	0.2119
bistort	0.0898
bistre	0.1688
bistro	0.9771
bisulphate	0.7388
bisymmetric	0.7833
bisymmetrical	0.8342
bisymmetrically	0.7792
bisymmetry	0.7990
bit	0.9974
bitable	0.6435
bitch	1.0000
bitchery	0.5989
bitchiness	0.9624
bitchy	0.9884
bite	0.9977
biter	0.9284
bitewing	0.3741
biting	0.9922
bitingly	0.8196
bitmap	0.8582
bitonality	0.3901
bitstock	0.3798
bitsy	0.8772
bitted	0.3893
bitten	0.9928
bitter	0.9973
bitterly	0.9951
bittern	0.4848
bitterness	1.0000
bitternut	0.5139
bitterroot	0.7007
bitters	0.9463
bittersweet	0.9942
bitty	0.8299
bitumen	0.5856
bituminization	0.4270
bituminous	0.5570
bitwise	0.5852
biuret	0.1337
bivalence	0.5000
bivalency	0.4898
bivalent	0.5494
bivalve	0.8074
bivariate	0.5274
bivouac	0.5254
biweekly	0.9520
biyearly	0.7353
biz	0.6917
bizarre	0.9904
bizarrely	0.9493
bizarreness	0.9291
bizzo	0.0473
blab	0.8847
blabber	0.9729
blabbermouth	0.9754
black	0.9976
blackball	0.9118
blackberry	0.9972
blackbird	0.9915
blackbirder	0.3690
blackboard	0.9975
blackbody	0.5650
blackbuck	0.3350
blackcap	0.6027
blackcock	0.4301
blackcurrant	0.7290
blackdamp	0.1691
blacken	0.9735
blackened	0.9878
blackener	0.8056
blackening	0.9869
blacker	0.8629
blackface	0.8597
blackfish	0.8421
blackguard	0.7201
blackguardism	0.4121
blackguardly	0.3654
blackhead	0.9977
blackheads	0.9854
blackheart	0.8432
blacking	0.8992
blackish	0.9155
blackjack	0.9929
blackleg	0.4886
blacklegs	0.4670
blacklist	0.9912
blackly	0.7644
blackmail	0.9972
blackmailer	0.9754
blackness	0.9863
blackout	1.0000
blackpoll	0.2884
blacksmith	0.9949
blacksmithing	0.9485
blacksnake	0.6741
blackstrap	0.6267
blackthorn	0.8130
blacktop	0.8926
blackwash	0.5455
bladder	0.9925
bladderless	0.8911
bladdernose	0.2864
bladdernut	0.1584
bladderwort	0.5768
bladdery	0.3534
blade	0.9952
bladed	0.9194
bladelike	0.8025
blah	0.9552
blain	0.2700
blamable	0.7382
blamableness	0.2161
blamably	0.3586
blame	1.0000
blamed	0.9974
blameful	0.8613
blamefully	0.8394
blamefulness	0.7098
blameless	0.9923
blamelessly	0.9804
blamelessness	0.9529
blamer	0.8657
blameworthiness	0.8211
blameworthy	0.9514
blaming	0.9879
blanch	0.9353
blancher	0.6563
blanching	0.9295
blancmange	0.4471
bland	0.9880
blandish	0.6884
blandishing	0.5337
blandishment	0.5026
blandishments	0.6014
blandly	0.9572
blandness	0.9825
blank	0.9956
blanked	0.9955
blanket	0.9977
blanketed	0.9898
blanketing	0.9765
blanking	0.9749
blankly	0.9954
blankness	0.9716
blare	0.8902
blarney	0.8234
blase	0.7526
blaspheme	0.9330
blasphemer	0.9327
blasphemous	0.9788
blasphemously	0.9587
blasphemousness	0.7831
blasphemy	0.9954
blast	0.9954
blasted	1.0000
blaster	0.9728
blasting	0.9919
blastocyst	0.6711
blastoff	0.8547
blastomeric	0.2932
blastopore	0.3500
blastula	0.4935
blastulae	0.3634
blat	0.2888
blatancy	0.8743
blatant	0.9793
blatantly	0.9832
blather	0.8443
blatherskite	0.1574
blaze	0.9950
blazer	0.9922
blazing	0.9978
blazingly	0.9726
blazon	0.5618
blazoner	0.2854
blazoning	0.6388
blazonry	0.2754
bleach	0.9974
bleachable	0.9451
bleached	1.0000
bleacher	0.9521
bleaching	0.9933
bleak	0.9924
bleakish	0.8076
bleakly	0.9788
bleakness	0.9845
blear	0.4313
bleared	0.4518
bleariness	0.8720
bleary	0.9005
bleat	0.8868
bleater	0.7434
bleating	0.9192
bleatingly	0.8281
bleb	0.1604
blebby	0.0486
bleed	0.9859
bleeder	0.9646
bleeding	0.9950
bleep	0.9953
blemish	0.9952
blench	0.3194
blencher	0.2126
blenching	0.2812
blend	0.9927
blende	0.2055
blended	0.9929
blender	0.9976
blending	0.9905
blennioid	0.0508
blenny	0.1295
bless	0.9953
blessed	0.9949
blessedly	0.9360
blessedness	0.9005
blessing	1.0000
blessings	0.9947
blest	0.4507
bleu	0.7930
blew	1.0000
blight	0.9454
blighted	0.9489
blighter	0.7881
blighting	0.8513
blimey	0.9205
blimp	0.9860
blind	0.9976
blinded	0.9927
blinder	0.9541
blindfish	0.5266
blindfold	0.9954
blindfolded	0.9973
blinding	0.9927
blindingly	0.9667
blindly	0.9913
blindness	0.9921
blinds	0.9930
blindside	0.9902
blindworm	0.5048
bling	0.9851
blink	0.9955
blinked	0.9973
blinker	0.9785
blinkered	0.6934
blinking	0.9974
blinkingly	0.7686
blinks	1.0000
blintz	0.5167
blip	0.9618
bliss	0.9927
blissful	0.9972
blissfully	0.9974
blissfulness	0.9813
blister	0.9927
blistered	0.9912
blistering	0.9928
blisteringly	0.9364
blistery	0.8494
blithe	0.9424
blithely	0.8678
blitheness	0.8105
blither	0.7854
blithering	0.9520
blithesome	0.6838
blithesomely	0.6583
blithesomeness	0.6025
blitz	0.9828
blitzkrieg	0.8020
blizzard	0.9975
bloat	0.9953
bloated	1.0000
bloater	0.8692
bloating	0.9950
blob	0.9877
blobbed	0.8143
blobby	0.7903
bloc	0.6555
block	0.9952
blockade	0.9916
blockader	0.5981
blockage	0.9904
blockbuster	0.9955
blocked	0.9939
blocker	0.9950
blockhead	0.9647
blockheaded	0.9330
blockheadedness	0.8832
blockhouse	0.7947
blocking	0.9953
blockish	0.8184
blockishly	0.5325
blockishness	0.6281
blocky	0.8182
blog	0.9976
blogger	0.9930
blogosphere	0.8167
bloke	0.9644
blond	0.9323
blonde	1.0000
blondeness	0.8633
blondish	0.8946
blondness	0.8789
blood	1.0000
bloodbath	0.9897
bloodcurdling	0.9692
blooded	0.9481
bloodguilt	0.5303
bloodhound	0.9951
bloodied	0.9854
bloodily	0.9308
bloodiness	0.9769
bloodless	0.9931
bloodlessly	0.8886
bloodlessness	0.8986
bloodletting	0.9167
bloodline	0.9902
bloodlust	0.9483
bloodmobile	0.6540
bloodroot	0.6253
bloodshed	0.9866
bloodshot	0.9887
bloodstain	0.9928
bloodstained	0.9950
bloodstock	0.7082
bloodstone	0.8610
bloodstream	0.9928
bloodsucker	0.9871
bloodsucking	0.9819
bloodthirstily	0.8265
bloodthirstiness	0.9299
bloodthirsty	0.9877
bloodworm	0.8621
bloody	0.9952
bloom	1.0000
bloomer	0.9896
bloomers	0.9875
blooming	0.9954
bloomless	0.8554
bloomy	0.6900
blooper	0.9717
blossom	0.9955
blossomed	0.9948
blossomless	0.8213
blossomy	0.6403
blot	0.9837
blotch	0.9680
blotched	0.9587
blotchy	0.9698
blotless	0.6385
blotter	0.9476
blotting	0.9739
blotto	0.5631
blouse	0.9949
bloused	0.7275
blousing	0.6753
blouson	0.4461
blow	0.9945
blowback	0.9190
blower	0.9942
blowfish	0.9930
blowfly	0.8089
blowgun	0.8329
blowhard	0.8458
blowhole	0.9714
blowing	0.9975
blowjob	0.9752
blowlamp	0.4515
blown	0.9974
blowout	0.9896
blowpipe	0.9291
blowsy	0.5068
blowtorch	0.9860
blowup	0.9368
blowy	0.7024
blowzy	0.2895
blub	0.7098
blubber	0.9922
blubberer	0.7841
blubbering	0.9834
blubberingly	0.7952
blubbery	0.9286
blucher	0.1247
bludgeon	0.9542
bludgeoned	0.9530
bludgeoner	0.8892
blue	0.9950
bluebeard	0.8556
bluebell	0.9267
blueberry	0.9952
bluebill	0.6614
bluebird	0.9895
blueblood	0.9059
bluebonnet	0.7617
bluebook	0.8604
bluebottle	0.6995
bluecoat	0.8242
bluefin	0.8557
bluefish	0.8525
bluegill	0.6649
bluegrass	0.9550
bluejacket	0.7150
bluejay	0.9458
bluely	0.3821
blueness	0.8843
bluenose	0.5725
blueprint	1.0000
bluer	0.7900
blueray	0.8872
blues	0.9977
bluesman	0.7216
bluestem	0.3075
bluestocking	0.5804
bluestone	0.7631
bluesy	0.7494
bluetongue	0.4362
bluetooth	0.9976
blueweed	0.4198
bluff	0.9974
bluffer	0.8689
bluffly	0.3889
bluffness	0.6468
bluing	0.5377
bluish	0.8993
bluishness	0.7067
blunder	0.9927
blunderbuss	0.7650
blunderer	0.9549
blundering	0.9765
blunderingly	0.9059
blunt	1.0000
blunted	0.9531
blunter	0.5793
bluntly	0.9900
bluntness	0.9973
blur	0.9974
blurb	0.9813
blurred	0.9952
blurredness	0.7546
blurriness	0.9672
blurry	0.9814
blurt	0.9769
blush	0.9949
blusher	0.9343
blushful	0.7080
blushing	1.0000
blushingly	0.9420
blushless	0.7167
bluster	0.9647
blusterer	0.7834
blustering	0.9703
blusteringly	0.8450
blusterous	0.8673
blusterously	0.7500
blustery	0.9335
boa	0.9325
boar	0.9881
board	0.9976
boarder	0.9679
boarding	0.9886
boardinghouse	0.9131
boardroom	0.9755
boardwalk	0.9921
boarfish	0.4447
boarhound	0.5991
boast	0.9957
boaster	0.9742
boastful	0.9952
boastfully	0.9745
boastfulness	0.9721
boasting	0.9905
boat	0.9953
boatbill	0.2483
boatbuilding	0.8280
boater	0.9197
boatful	0.6340
boathouse	0.9805
boating	0.9917
boatload	0.9644
boatman	0.9474
boatmanship	0.8548
boatswain	0.7578
boatwoman	0.7656
boatyard	0.9357
bob	0.9976
bobbed	0.9634
bobber	0.7053
bobbin	0.8025
bobbinet	0.2058
bobbing	0.9828
bobble	0.9695
bobby	0.9497
bobcat	0.9833
bobolink	0.2202
bobsled	0.9547
bobsledder	0.9086
bobsleigh	0.8400
bobstay	0.1592
bobtail	0.9180
bobtailed	0.9030
bobwhite	0.3753
bocce	0.5240
bock	0.4255
bodacious	0.9003
bode	0.9416
bodega	0.6768
bodge	0.3740
bodhisattva	0.3394
bodice	0.8788
bodied	0.9647
bodiless	0.8711
bodily	0.9868
boding	0.8725
bodingly	0.4412
bodkin	0.5270
body	1.0000
bodybuilder	0.9874
bodybuilding	0.9784
bodyguard	0.9975
bodyline	0.8107
bodysuit	0.9932
bodysurf	0.9142
bodywork	0.9472
boffin	0.4816
bog	0.9796
bogey	0.9496
bogeyman	0.9225
bogginess	0.7709
boggle	0.9681
boggler	0.7087
boggy	0.9093
bogie	0.8667
bogtrotter	0.3689
bogus	0.9866
bogusness	0.6742
bogwood	0.4841
bogy	0.4774
bogyman	0.6253
bohemia	0.9126
bohemian	0.9837
bohemianism	0.8908
boil	0.9915
boilable	0.7811
boiled	0.9946
boiler	0.9948
boilermaker	0.8462
boilerplate	0.8785
boiling	1.0000
bois	0.2830
boisterous	0.9789
boisterously	0.9491
boisterousness	0.9072
bola	0.4237
bold	0.9975
boldface	0.9111
boldfaced	0.9517
boldly	0.9920
boldness	0.9977
bole	0.4889
bolection	0.0477
bolero	0.7974
boletus	0.2153
bolivar	0.4837
boliviano	0.1908
boll	0.4324
bollard	0.5398
bollocks	0.9412
bollworm	0.3103
bolo	0.4835
bologna	0.9416
bolometer	0.1671
bolometric	0.2795
boloney	0.7136
bolshevism	0.7398
bolshevist	0.6481
bolshevize	0.4029
bolshie	0.2716
bolshy	0.3143
bolster	0.9505
bolsterer	0.8240
bolt	0.9952
bolter	0.7132
bolting	0.9690
boltless	0.7919
boltlike	0.7005
boltrope	0.1667
bolus	0.4333
bomb	0.9926
bombard	0.9708
bombardier	0.8819
bombardment	0.9862
bombardon	0.2506
bombast	0.8406
bombastic	0.9248
bombastically	0.8613
bombazine	0.2592
bombed	0.9952
bomber	0.9922
bombing	0.9951
bombproof	0.9019
bombshell	0.9911
bombsight	0.6790
bombsite	0.8857
bombycid	0.0602
bon	0.6559
bonanza	0.9764
bonbon	0.9295
bond	0.9850
bondage	0.9948
bonded	0.9973
bonder	0.6296
bondholder	0.9169
bondholding	0.7581
bonding	0.9976
bondless	0.9289
bondman	0.7775
bondsman	0.9363
bondswoman	0.8194
bondwoman	0.6755
bone	0.9945
boneblack	0.2824
boned	0.9948
bonefish	0.8023
bonehead	0.9748
boneheaded	0.9784
boneless	0.9835
bonelike	0.8622
boner	0.9670
boneset	0.4734
bonesetter	0.7275
boneshaker	0.8131
boney	0.8900
bonfire	0.9976
bong	0.9751
